ead252de-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:25.937788686Z
775bb797-2e65-5f4e-a8fc-f04eeaa792e0,LineCardX_PortModuleComponent_Number_21_-_THIS_NAME_HAS_NO_MEANING
eb084887-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.291418333Z
9e05cd66-ad1e-5fa0-b6cd-98aa65785066,LineCardY_PortModuleComponent_Number_11_-_THIS_NAME_HAS_NO_MEANING
ea8aaa28-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:25.468164061Z
cce4cb44-9448-5b93-a091-4b8847dafebb,LineCard_1_in_Router_2_-_THIS_NAME_HAS_NO_MEANING
eb268909-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.489677705Z
bc6a6380-4ec8-11f0-8000-bb3209de79c0,2025-06-21T17:54:11Z
eb03f8a2-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.263158655Z
79deb1c9-4ff4-5905-9e50-5a37e9cd56fb,LineCardY_PortModuleComponent_Number_9_-_THIS_NAME_HAS_NO_MEANING
ea7fa38e-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:25.395905426Z
5bd14162-3580-5e58-a8e2-99724a849888,LineCard_1_in_Router_1_-_THIS_NAME_HAS_NO_MEANING
68b86c29-6a50-5cbe-92e5-644672a7ec01,Class_of_installed_system_component_whose_members_are_temporal_part_of_members_of_QSFP_Port_Module_System_Kind_AND_Kind_of_Line_Card_Port_Module_System_Component
77b3217b-62e2-11ef-8000-bb3209de79c0,2024-08-25T13:03:48.213388326Z
b0a57d0e-9ab3-553d-a808-257f1afcf1a1,ClassOfInstalledFunctionalSystemComponent__Class_of_Installed_Line_Card_Port_Module_System_Component
5a15d56a-9530-5d64-85d8-72f991f6b1cd,Kind_of_functional_system_that_is_IP_Router._Note_this_is_subclass_of_class_of_ordinary_functional_object.
77b1d04f-62e2-11ef-8000-bb3209de79c0,2024-08-25T13:03:48.204756702Z
18636214-efdb-5422-8059-c42d252464ce,KindOfFunctionalSystem__IP_Router
2ecac061-7aee-5f36-acf1-c2572af9c87e,Kind_of_functional_system_that_is_QSFP_Port_System_Module_(e.g._https://www.fs.com/uk/products/174708.html?attribute=92533&id=3705970)._Note_this_is_subclass_of_class_of_ordinary_functional_object.
77b2d3ea-62e2-11ef-8000-bb3209de79c0,2024-08-25T13:03:48.211402628Z
4ae2a66d-e233-5dce-a544-508b93fafe62,KindOfFunctionalSystem__QSFP_Port_System_Module
77d1abfa-62e2-11ef-8000-bb3209de79c0,2024-08-25T13:03:48.413541863Z
9474168a-b17e-5a1f-9890-7a220b6ddbb6,Representation_by_pattern_class_for_hostnames_represented_by_the_hostname_pattern
eacb6fe9-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:25.892656966Z
bf3311a6-e730-50ee-a4c7-ff6490ca6d3a,LineCardX_PortModuleComponent_Number_16_-_THIS_NAME_HAS_NO_MEANING
eac2aa17-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:25.835163955Z
43038aa8-0d2b-58aa-8466-764711e7b771,LineCardX_PortModuleComponent_Number_11_-_THIS_NAME_HAS_NO_MEANING
eb1855b0-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.396612808Z
8c1bcb6f-2a92-5b5d-9f42-90692b7da558,LineCardY_PortModuleComponent_Number_22_-_THIS_NAME_HAS_NO_MEANING
e1a863ad-e5c8-5617-85b9-fc432c233330,kind_of_organization
21ed81ae-6ba8-5ad9-a255-31ee77ec2ba3,Kind_of_networks_language_community._Community_that_is_involved_with_computer_networks_standards_products_and_networks_management.
77b8e512-62e2-11ef-8000-bb3209de79c0,2024-08-25T13:03:48.251163482Z
19c9b3ea-5fd6-5d91-93c7-b427b6f0d31b,KindOfOrganization__KindOfLanguageCommunityForComputerNetworks
eb19fac2-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.407392210Z
ef761b2c-f5ff-5c14-9bc7-92dbaef027b9,LineCardY_PortModuleComponent_Number_23_-_THIS_NAME_HAS_NO_MEANING
c28cbcba-1462-5293-967b-ca86b6a54e57,Class_of_state_of_functional_system_whose_members_are_temporal_part_of_members_of_Router_Line_Card_Module_System
77b283a4-62e2-11ef-8000-bb3209de79c0,2024-08-25T13:03:48.209347627Z
eb4731fa-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.703717857Z
692f081e-a692-5666-a132-18025d7a3d4b,Cisco_Sample_Config1_-_THIS_NAME_HAS_NO_MEANING
eabc1254-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:25.791957242Z
0d09cfcd-13e4-5cb0-8b26-d18f527e655a,LineCardX_PortModuleComponent_Number_7_-_THIS_NAME_HAS_NO_MEANING
eb160f77-6cf0-11ef-8000-bb3209de79c0,2024-09-07T08:12:26.381707975Z
a407f258-31a2-56cc-a5fd-e2d32243de2b,LineCardY_PortModuleComponent_Number_20_-_THIS_NAME_HAS_NO_MEANING
b2c612a3-b8cf-5403-a8c3-471b6eb04e96,Generic_role_of_state_of_physical_object_EndB_in_association_with_EndA.
