hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:temporal__part_of,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:class_name,'uk.gov.gchq.hqdm.model.impl.StateOfBiologicalObjectImpl'
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:data_EntityName,'stateofbiologicalobject'
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:part_of_possible_world,hqdm:a5dc8c36-56fc-44c2-909b-7592b1f44fd7
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:consists__of,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:type,hqdm:state_of_biological_object
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:member_of,hqdm:6beb4515-89e8-4bce-9318-77935200f9bb
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:ending,hqdm:545b4541-8a34-46b8-8704-2265be0244c3
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:beginning,hqdm:545b4541-8a34-46b8-8704-2265be0244c3
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:part__of,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:member__of,hqdm:4a8cba08-035c-4902-935b-26da61ed282c
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:temporal_part_of,hqdm:21c1fe82-1b48-46b3-8df8-6bddcbb2d92e
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:aggregated_into,hqdm:dd8359c4-0a2b-416a-af27-3bcb0551b41a
hqdm:f5ac9254-2b93-4ed7-b89e-70994842b438,hqdm:has_supertype,hqdm:f9cb048d-a2f7-4ff6-b824-c59b44e2aabe
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:class_name,'uk.gov.gchq.hqdm.model.impl.ClassOfContractProcessImpl'
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:data_EntityName,'classofcontractprocess'
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:member_of_,hqdm:2ff8e41a-4586-4338-9934-52ac50fe4598
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:part_of_by_class_,hqdm:7a5013ce-3cbb-4776-8677-173fc4f134c6
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:part_of_by_class,hqdm:dbe090b4-7be7-4312-a7d8-289d5ecc565a
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:consists__of_by_class,hqdm:bb6f6d3f-1ed1-41ab-942c-6b3667c5da37
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:part__of_by_class,hqdm:bb6f6d3f-1ed1-41ab-942c-6b3667c5da37
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:type,hqdm:class_of_contract_process
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:member_of,hqdm:a202f80b-3db4-4a33-a194-155529b87af5
hqdm:5fd88c8b-d625-45ac-93e6-664073c7de48,hqdm:member__of,hqdm:4a8cba08-035c-4902-935b-26da61ed282c
